subjectID,list_number,alternation,item_number,utterance,question,alt_tag,syntax_interpretation,answer,day,time,
ATB2R1NG3IVSF,1,filler,48,The rioter stapled the sign to a bulletin board in the corridor.,Did the rioter receive someone/something?,f28,No,No,3/8/2015,5:37,
ATB2R1NG3IVSF,1,filler,24,A legislator lied to the consultant about a new bill.,Did the legislator lie about someone/something?,f4,Yes,Yes,3/8/2015,5:37,
ATB2R1NG3IVSF,1,filler,45,The dealer shuffled the deck before distributing the cards.,Did the cards receive someone/something?,f25,No,No,3/8/2015,5:37,
ATB2R1NG3IVSF,1,filler,57,The jewelry-maker was commissioned by the millionaire.,Did the millionaire receive someone/something?,f37,No,No,3/8/2015,5:37,
ATB2R1NG3IVSF,1,locInversion,17,The mobile was hanging from the ceiling.,Was the ceiling hanging from the mobile?,17PO,No,No,3/8/2015,5:37,
ATB2R1NG3IVSF,1,filler,60,The astronaut accepted the mission.,Did the astronaut receive someone/something?,f40,No,No,3/8/2015,5:37,
ATB2R1NG3IVSF,1,filler,40,The preacher irritated a parishioner because she was used to shorter sermons.,Was the parishioner irritated by someone/something?,f20,Yes,Yes,3/8/2015,5:37,
ATB2R1NG3IVSF,1,filler,56,The Vikings raided a village in search of the warrior.,Did the warrior receive someone/something?,f36,No,No,3/8/2015,5:37,
ATB2R1NG3IVSF,1,filler,39,The robot killed a scientist before escaping from the laboratory.,Did the robot escape from someone/something?,f19,Yes,Yes,3/8/2015,5:37,
ATB2R1NG3IVSF,1,filler,26,The spy monitored a baroness for several months.,Did the spy watch someone/something?,f6,Yes,Yes,3/8/2015,5:38,
ATB2R1NG3IVSF,1,filler,58,The cheerleader was treated by a doctor who had been watching the game.,Did the cheerleader call someone/something?,f38,No,No,3/8/2015,5:38,
ATB2R1NG3IVSF,1,filler,34,A bystander was rescued by the fireman in the nick of time.,Did the fireman rescue someone/something?,f14,Yes,Yes,3/8/2015,5:38,
ATB2R1NG3IVSF,1,filler,22,The commissioner wrote a report for the chairman.,Did the commissioner write someone/something?,f2,Yes,Yes,3/8/2015,5:38,
ATB2R1NG3IVSF,1,filler,29,A socialite was greeted by the butler with a plate of caviar.,Did the butler greet someone/something?,f9,Yes,Yes,3/8/2015,5:38,
ATB2R1NG3IVSF,1,locInversion,15,In some treasure was found the cave.,Was the cave found inside the treasure?,15IS,Yes,No,3/8/2015,5:38,
ATB2R1NG3IVSF,1,filler,25,The toddler hugged a teddybear because he was scared.,Did the toddler hug someone/something?,f5,Yes,Yes,3/8/2015,5:38,
ATB2R1NG3IVSF,1,filler,41,The playwright selected the understudy because of his resemblance to the lead actor.,Did the understudy receive someone/something?,f21,No,No,3/8/2015,5:38,
ATB2R1NG3IVSF,1,locInversion,16,The ring was engraved on the name.,Was the ring engraved on the name?,16IO,Yes,Yes,3/8/2015,5:38,
ATB2R1NG3IVSF,1,filler,50,The trucker ordered a bartender to bring him a beer.,Did the bartender receive someone/something?,f30,No,No,3/8/2015,5:38,
ATB2R1NG3IVSF,1,filler,42,The insurer paid the victim because his car had been destroyed.,Did the victim pay someone/something?,f22,No,No,3/8/2015,5:38,
ATB2R1NG3IVSF,1,filler,37,The acrobat respected the ballerina because she went to Juilliard.,Was the ballerina respected by someone/something?,f17,Yes,Yes,3/8/2015,5:38,
ATB2R1NG3IVSF,1,locInversion,14,At the station arrived the train.,Did the station arrive at the train?,14PS,No,No,3/8/2015,5:38,
ATB2R1NG3IVSF,1,locInversion,12,A huge tree grew into the small plant.,Did the huge tree grow into the small plant?,12IO,Yes,Yes,3/8/2015,5:38,
ATB2R1NG3IVSF,1,filler,23,The terrorist assassinated the newsman in cold blood.,Did the terrorist kill someone/something?,f3,Yes,Yes,3/8/2015,5:38,
ATB2R1NG3IVSF,1,locInversion,19,On the defendant's name was written the check.,Was the check written on the defendant's name?,19IS,Yes,No,3/8/2015,5:39,
ATB2R1NG3IVSF,1,locInversion,7,Into the baby crawled the hallway.,Did the baby go into the hallway?,7IS,No,No,3/8/2015,5:39,
ATB2R1NG3IVSF,1,filler,33,The supplier described a scenario for the class after explaining basic concepts.,Did the supplier explain someone/something?,f13,Yes,Yes,3/8/2015,5:39,
ATB2R1NG3IVSF,1,filler,51,The performer lifted the acrobat onto her shoulders gracefully.,Did the acrobat receive someone/something?,f31,No,No,3/8/2015,5:39,
ATB2R1NG3IVSF,1,filler,53,The intern begged a programmer to edit the program because it was due the next day.,Did the intern receive someone/something?,f33,No,No,3/8/2015,5:39,
ATB2R1NG3IVSF,1,locInversion,13,A ghost appeared above the bed.,Did the bed appear above a ghost?,13PO,No,No,3/8/2015,5:39,
ATB2R1NG3IVSF,1,filler,52,The archivist found a document dating back to the Nixon administration.,Did the archivist receive someone/something?,f32,No,No,3/8/2015,5:39,
ATB2R1NG3IVSF,1,locInversion,6,Into a bathroom wandered an old man.,Did an old man go into a bathroom?,6PS,Yes,Yes,3/8/2015,5:39,
ATB2R1NG3IVSF,1,filler,28,The pianist met with a beautician to prepare for her recital.,Did the pianist meet with someone/something?,f8,Yes,Yes,3/8/2015,5:39,
ATB2R1NG3IVSF,1,filler,46,The trainer filled a bag with ice for the injured client.,Did the trainer receive someone/something?,f26,No,No,3/8/2015,5:39,
ATB2R1NG3IVSF,1,filler,44,The sculptor brought a shell from the ocean floor.,Did the shell receive someone/something?,f24,No,No,3/8/2015,5:39,
ATB2R1NG3IVSF,1,filler,55,The beekeeper selected a honeycomb carefully from a hive of swarming bees.,Did the beekeeper eat someone/something?,f35,No,No,3/8/2015,5:39,
ATB2R1NG3IVSF,1,filler,27,The witch was hanged by an executioner promptly at dawn.,Did the executioner hang someone/something?,f7,Yes,Yes,3/8/2015,5:39,
ATB2R1NG3IVSF,1,filler,59,The alum was offended by the solicitor because he asked very personal questions.,Did the alum receive someone/something?,f39,No,No,3/8/2015,5:39,
ATB2R1NG3IVSF,1,filler,21,The professor conducted an inquiry into the status of the file.,Did the professor conduct someone/something?,f1,Yes,Yes,3/8/2015,5:39,
ATB2R1NG3IVSF,1,locInversion,10,On the bedroom wall hung the painting.,Was the painting hanging on the wall?,10PS,Yes,Yes,3/8/2015,5:39,
ATB2R1NG3IVSF,1,locInversion,18,On the teacher's desk was placed the apple.,Was the teacher's desk put on the apple?,18PS,No,Yes,3/8/2015,5:40,
ATB2R1NG3IVSF,1,locInversion,9,The boy walked into the metal detector.,Did the boy go into the metal detector?,9PO,Yes,Yes,3/8/2015,5:40,
ATB2R1NG3IVSF,1,filler,38,The principal commended a parent for her ability to motivate her child.,Was the parent commended by someone/something?,f18,Yes,Yes,3/8/2015,5:40,
ATB2R1NG3IVSF,1,filler,32,The spokesman toasted a muffin for the agent after the early morning appointment.,Did the spokesman do something for someone/something?,f12,Yes,Yes,3/8/2015,5:40,
ATB2R1NG3IVSF,1,filler,35,The defendant misled a juryman when she said that she worked for the government.,Was the juryman misled by someone/something?,f15,Yes,Yes,3/8/2015,5:40,
ATB2R1NG3IVSF,1,filler,54,The surgeon called for a nurse to assist him with the operation.,Did the nurse receive someone/something?,f34,No,No,3/8/2015,5:40,
ATB2R1NG3IVSF,1,filler,47,The cameraman was paid to follow a bridesmaid down the aisle with his camera.,Did the cameraman volunteer to film someone/something?,f27,No,No,3/8/2015,5:40,
ATB2R1NG3IVSF,1,locInversion,5,A choir sang in the church.,Did a choir sing inside the church?,5PO,Yes,Yes,3/8/2015,5:40,
ATB2R1NG3IVSF,1,locInversion,3,In an old woman lives the woods.,Does a woman live in the woods?,3IS,No,No,3/8/2015,5:40,
ATB2R1NG3IVSF,1,locInversion,20,The wall was mounted on the moose's head.,Was the wall mounted on the moose's head?,20IO,Yes,Yes,3/8/2015,5:40,
ATB2R1NG3IVSF,1,filler,49,The paramedic helped an invalid into the brick building,Did the paramedic receive someone/something?,f29,No,No,3/8/2015,5:40,
ATB2R1NG3IVSF,1,filler,30,The pirate stole the booty from an officer.,Did the pirate steal someone/something?,f10,Yes,Yes,3/8/2015,5:40,
ATB2R1NG3IVSF,1,locInversion,11,Over the helicopter hovered the water.,Did the water hover over the helicopter?,11IS,Yes,Yes,3/8/2015,5:40,
ATB2R1NG3IVSF,1,locInversion,1,A magnificent diamond sparkled on the prince's finger.,Was there a diamond on the prince's finger?,1PO,Yes,Yes,3/8/2015,5:40,
ATB2R1NG3IVSF,1,locInversion,8,The stadium ran into the marathoner.,Did the marathoner go into the stadium?,8IO,No,No,3/8/2015,5:40,
ATB2R1NG3IVSF,1,locInversion,4,Onto a cat jumped the table.,Was there a cat on the table?,4IO,No,No,3/8/2015,5:40,
ATB2R1NG3IVSF,1,filler,31,The colonel was knighted by the queen because of his loyalty.,Did the queen knight someone/something?,f11,Yes,Yes,3/8/2015,5:41,
ATB2R1NG3IVSF,1,filler,36,The translator found a car for the ambassador because he could not speak Lebanese.,Was a car found for someone/something?,f16,Yes,Yes,3/8/2015,5:41,
ATB2R1NG3IVSF,1,filler,43,The runner filled a bottle with cold tap water.,Did the runner receive someone/something?,f23,No,No,3/8/2015,5:41,
ATB2R1NG3IVSF,1,locInversion,2,On the window sill is a flowering plant.,Is there a plant on the window sill?,2PS,Yes,Yes,3/8/2015,5:41,
